fecha,sede_id,sede,codigo_producto,producto,unidades_vendidas,precio_compra,precio_venta,venta_total,costo_total,ganancia
2026-05-09T10:23:00,1,Sede Principal,DEMO-CAP-02,Capuchino,4,2800.00,7800.00,31200.00,11200.00,20000.00
2026-05-09T10:23:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,1,11200.00,26800.00,26800.00,11200.00,15600.00
2026-05-09T10:23:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,2,6100.00,14800.00,29600.00,12200.00,17400.00
2026-05-09T10:23:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,3,3600.00,9800.00,29400.00,10800.00,18600.00
2026-05-09T12:28:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,3,5200.00,13200.00,39600.00,15600.00,24000.00
2026-05-09T12:28:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,4,5600.00,14200.00,56800.00,22400.00,34400.00
2026-05-09T12:34:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,1,14300.00,31200.00,31200.00,14300.00,16900.00
2026-05-09T12:34:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,2,9800.00,22600.00,45200.00,19600.00,25600.00
2026-05-09T14:39:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,4,3600.00,9800.00,39200.00,14400.00,24800.00
2026-05-09T14:39:00,1,Sede Principal,DEMO-CAP-02,Capuchino,1,2800.00,7800.00,7800.00,2800.00,5000.00
2026-05-09T14:39:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,2,11200.00,26800.00,53600.00,22400.00,31200.00
2026-05-09T14:45:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,2,4700.00,12800.00,25600.00,9400.00,16200.00
2026-05-09T14:45:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,3,6400.00,15400.00,46200.00,19200.00,27000.00
2026-05-09T14:45:00,1,Sede Principal,DEMO-LIM-04,Limonada,4,2500.00,7200.00,28800.00,10000.00,18800.00
2026-05-09T16:50:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,1,3100.00,8600.00,8600.00,3100.00,5500.00
2026-05-09T16:50:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,2,14300.00,31200.00,62400.00,28600.00,33800.00
2026-05-09T16:50:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,3,9800.00,22600.00,67800.00,29400.00,38400.00
2026-05-09T16:50:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,4,7100.00,16800.00,67200.00,28400.00,38800.00
2026-05-09T16:56:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,3,1800.00,5200.00,15600.00,5400.00,10200.00
2026-05-09T16:56:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,4,12600.00,28500.00,114000.00,50400.00,63600.00
2026-05-09T16:56:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,1,5200.00,13200.00,13200.00,5200.00,8000.00
2026-05-09T16:56:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,2,5600.00,14200.00,28400.00,11200.00,17200.00
2026-05-09T18:01:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,2,9200.00,23800.00,47600.00,18400.00,29200.00
2026-05-09T18:01:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,3,4700.00,12800.00,38400.00,14100.00,24300.00
2026-05-09T20:12:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,3,5600.00,14200.00,42600.00,16800.00,25800.00
2026-05-09T20:12:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,4,1800.00,5200.00,20800.00,7200.00,13600.00
2026-05-09T20:12:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,1,12600.00,28500.00,28500.00,12600.00,15900.00
2026-05-10T10:16:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,1,1800.00,5200.00,5200.00,1800.00,3400.00
2026-05-10T10:16:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,2,12600.00,28500.00,57000.00,25200.00,31800.00
2026-05-10T10:16:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,3,5200.00,13200.00,39600.00,15600.00,24000.00
2026-05-10T12:27:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,2,11200.00,26800.00,53600.00,22400.00,31200.00
2026-05-10T12:27:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,3,6100.00,14800.00,44400.00,18300.00,26100.00
2026-05-10T12:27:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,4,3600.00,9800.00,39200.00,14400.00,24800.00
2026-05-10T12:27:00,1,Sede Principal,DEMO-CAP-02,Capuchino,1,2800.00,7800.00,7800.00,2800.00,5000.00
2026-05-10T14:38:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,3,9800.00,22600.00,67800.00,29400.00,38400.00
2026-05-10T14:38:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,4,7100.00,16800.00,67200.00,28400.00,38800.00
2026-05-10T16:49:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,4,6400.00,15400.00,61600.00,25600.00,36000.00
2026-05-10T16:49:00,1,Sede Principal,DEMO-LIM-04,Limonada,1,2500.00,7200.00,7200.00,2500.00,4700.00
2026-05-10T16:49:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,2,9200.00,23800.00,47600.00,18400.00,29200.00
2026-05-10T18:00:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,1,12600.00,28500.00,28500.00,12600.00,15900.00
2026-05-10T18:00:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,2,5200.00,13200.00,26400.00,10400.00,16000.00
2026-05-10T18:00:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,3,5600.00,14200.00,42600.00,16800.00,25800.00
2026-05-10T18:00:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,4,1800.00,5200.00,20800.00,7200.00,13600.00
2026-05-10T20:11:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,2,6100.00,14800.00,29600.00,12200.00,17400.00
2026-05-10T20:11:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,3,3600.00,9800.00,29400.00,10800.00,18600.00
2026-05-11T10:15:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,4,3600.00,9800.00,39200.00,14400.00,24800.00
2026-05-11T10:15:00,1,Sede Principal,DEMO-CAP-02,Capuchino,1,2800.00,7800.00,7800.00,2800.00,5000.00
2026-05-11T12:26:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,1,3100.00,8600.00,8600.00,3100.00,5500.00
2026-05-11T12:26:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,2,14300.00,31200.00,62400.00,28600.00,33800.00
2026-05-11T12:26:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,3,9800.00,22600.00,67800.00,29400.00,38400.00
2026-05-11T14:37:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,2,9200.00,23800.00,47600.00,18400.00,29200.00
2026-05-11T14:37:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,3,4700.00,12800.00,38400.00,14100.00,24300.00
2026-05-11T14:37:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,4,6400.00,15400.00,61600.00,25600.00,36000.00
2026-05-11T14:37:00,1,Sede Principal,DEMO-LIM-04,Limonada,1,2500.00,7200.00,7200.00,2500.00,4700.00
2026-05-11T16:48:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,3,5600.00,14200.00,42600.00,16800.00,25800.00
2026-05-11T16:48:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,4,1800.00,5200.00,20800.00,7200.00,13600.00
2026-05-11T18:59:00,1,Sede Principal,DEMO-CAP-02,Capuchino,4,2800.00,7800.00,31200.00,11200.00,20000.00
2026-05-11T18:59:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,1,11200.00,26800.00,26800.00,11200.00,15600.00
2026-05-11T18:59:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,2,6100.00,14800.00,29600.00,12200.00,17400.00
2026-05-12T10:14:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,3,9800.00,22600.00,67800.00,29400.00,38400.00
2026-05-12T10:14:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,4,7100.00,16800.00,67200.00,28400.00,38800.00
2026-05-12T10:14:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,1,3100.00,8600.00,8600.00,3100.00,5500.00
2026-05-12T10:14:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,2,14300.00,31200.00,62400.00,28600.00,33800.00
2026-05-12T10:20:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,1,5200.00,13200.00,13200.00,5200.00,8000.00
2026-05-12T10:20:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,2,5600.00,14200.00,28400.00,11200.00,17200.00
2026-05-12T10:20:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,3,1800.00,5200.00,15600.00,5400.00,10200.00
2026-05-12T10:20:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,4,12600.00,28500.00,114000.00,50400.00,63600.00
2026-05-12T12:25:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,4,6400.00,15400.00,61600.00,25600.00,36000.00
2026-05-12T12:25:00,1,Sede Principal,DEMO-LIM-04,Limonada,1,2500.00,7200.00,7200.00,2500.00,4700.00
2026-05-12T12:31:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,2,3600.00,9800.00,19600.00,7200.00,12400.00
2026-05-12T12:31:00,1,Sede Principal,DEMO-CAP-02,Capuchino,3,2800.00,7800.00,23400.00,8400.00,15000.00
2026-05-12T14:36:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,1,12600.00,28500.00,28500.00,12600.00,15900.00
2026-05-12T14:36:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,2,5200.00,13200.00,26400.00,10400.00,16000.00
2026-05-12T14:36:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,3,5600.00,14200.00,42600.00,16800.00,25800.00
2026-05-12T14:42:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,3,3100.00,8600.00,25800.00,9300.00,16500.00
2026-05-12T14:42:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,4,14300.00,31200.00,124800.00,57200.00,67600.00
2026-05-12T14:42:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,1,9800.00,22600.00,22600.00,9800.00,12800.00
2026-05-12T16:47:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,2,6100.00,14800.00,29600.00,12200.00,17400.00
2026-05-12T16:47:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,3,3600.00,9800.00,29400.00,10800.00,18600.00
2026-05-12T16:47:00,1,Sede Principal,DEMO-CAP-02,Capuchino,4,2800.00,7800.00,31200.00,11200.00,20000.00
2026-05-12T16:47:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,1,11200.00,26800.00,26800.00,11200.00,15600.00
2026-05-12T18:58:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,3,7100.00,16800.00,50400.00,21300.00,29100.00
2026-05-12T18:58:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,4,3100.00,8600.00,34400.00,12400.00,22000.00
2026-05-12T20:09:00,1,Sede Principal,DEMO-LIM-04,Limonada,4,2500.00,7200.00,28800.00,10000.00,18800.00
2026-05-12T20:09:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,1,9200.00,23800.00,23800.00,9200.00,14600.00
2026-05-12T20:09:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,2,4700.00,12800.00,25600.00,9400.00,16200.00
2026-05-13T10:13:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,2,9200.00,23800.00,47600.00,18400.00,29200.00
2026-05-13T10:13:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,3,4700.00,12800.00,38400.00,14100.00,24300.00
2026-05-13T10:13:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,4,6400.00,15400.00,61600.00,25600.00,36000.00
2026-05-13T10:19:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,4,11200.00,26800.00,107200.00,44800.00,62400.00
2026-05-13T10:19:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,1,6100.00,14800.00,14800.00,6100.00,8700.00
2026-05-13T10:19:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,2,3600.00,9800.00,19600.00,7200.00,12400.00
2026-05-13T12:24:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,3,5600.00,14200.00,42600.00,16800.00,25800.00
2026-05-13T12:24:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,4,1800.00,5200.00,20800.00,7200.00,13600.00
2026-05-13T12:24:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,1,12600.00,28500.00,28500.00,12600.00,15900.00
2026-05-13T12:24:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,2,5200.00,13200.00,26400.00,10400.00,16000.00
2026-05-13T12:30:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,1,9800.00,22600.00,22600.00,9800.00,12800.00
2026-05-13T12:30:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,2,7100.00,16800.00,33600.00,14200.00,19400.00
2026-05-13T12:30:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,3,3100.00,8600.00,25800.00,9300.00,16500.00
2026-05-13T12:30:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,4,14300.00,31200.00,124800.00,57200.00,67600.00
2026-05-13T14:35:00,1,Sede Principal,DEMO-CAP-02,Capuchino,4,2800.00,7800.00,31200.00,11200.00,20000.00
2026-05-13T14:35:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,1,11200.00,26800.00,26800.00,11200.00,15600.00
2026-05-13T16:46:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,1,14300.00,31200.00,31200.00,14300.00,16900.00
2026-05-13T16:46:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,2,9800.00,22600.00,45200.00,19600.00,25600.00
2026-05-13T16:46:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,3,7100.00,16800.00,50400.00,21300.00,29100.00
2026-05-13T18:57:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,2,4700.00,12800.00,25600.00,9400.00,16200.00
2026-05-13T18:57:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,3,6400.00,15400.00,46200.00,19200.00,27000.00
2026-05-13T18:57:00,1,Sede Principal,DEMO-LIM-04,Limonada,4,2500.00,7200.00,28800.00,10000.00,18800.00
2026-05-13T18:57:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,1,9200.00,23800.00,23800.00,9200.00,14600.00
2026-05-13T20:08:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,3,1800.00,5200.00,15600.00,5400.00,10200.00
2026-05-13T20:08:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,4,12600.00,28500.00,114000.00,50400.00,63600.00
2026-05-14T10:12:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,1,12600.00,28500.00,28500.00,12600.00,15900.00
2026-05-14T10:12:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,2,5200.00,13200.00,26400.00,10400.00,16000.00
2026-05-14T10:18:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,3,3100.00,8600.00,25800.00,9300.00,16500.00
2026-05-14T10:18:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,4,14300.00,31200.00,124800.00,57200.00,67600.00
2026-05-14T12:23:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,2,6100.00,14800.00,29600.00,12200.00,17400.00
2026-05-14T12:23:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,3,3600.00,9800.00,29400.00,10800.00,18600.00
2026-05-14T12:23:00,1,Sede Principal,DEMO-CAP-02,Capuchino,4,2800.00,7800.00,31200.00,11200.00,20000.00
2026-05-14T14:34:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,3,7100.00,16800.00,50400.00,21300.00,29100.00
2026-05-14T14:34:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,4,3100.00,8600.00,34400.00,12400.00,22000.00
2026-05-14T14:34:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,1,14300.00,31200.00,31200.00,14300.00,16900.00
2026-05-14T14:34:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,2,9800.00,22600.00,45200.00,19600.00,25600.00
2026-05-14T16:45:00,1,Sede Principal,DEMO-LIM-04,Limonada,4,2500.00,7200.00,28800.00,10000.00,18800.00
2026-05-14T16:45:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,1,9200.00,23800.00,23800.00,9200.00,14600.00
2026-05-14T18:56:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,1,5200.00,13200.00,13200.00,5200.00,8000.00
2026-05-14T18:56:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,2,5600.00,14200.00,28400.00,11200.00,17200.00
2026-05-14T18:56:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,3,1800.00,5200.00,15600.00,5400.00,10200.00
2026-05-14T20:07:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,2,3600.00,9800.00,19600.00,7200.00,12400.00
2026-05-14T20:07:00,1,Sede Principal,DEMO-CAP-02,Capuchino,3,2800.00,7800.00,23400.00,8400.00,15000.00
2026-05-14T20:07:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,4,11200.00,26800.00,107200.00,44800.00,62400.00
2026-05-14T20:07:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,1,6100.00,14800.00,14800.00,6100.00,8700.00
2026-05-15T10:11:00,1,Sede Principal,DEMO-CAP-02,Capuchino,4,2800.00,7800.00,31200.00,11200.00,20000.00
2026-05-15T10:11:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,1,11200.00,26800.00,26800.00,11200.00,15600.00
2026-05-15T10:11:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,2,6100.00,14800.00,29600.00,12200.00,17400.00
2026-05-15T10:11:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,3,3600.00,9800.00,29400.00,10800.00,18600.00
2026-05-15T10:17:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,2,6400.00,15400.00,30800.00,12800.00,18000.00
2026-05-15T10:17:00,1,Sede Principal,DEMO-LIM-04,Limonada,3,2500.00,7200.00,21600.00,7500.00,14100.00
2026-05-15T10:17:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,4,9200.00,23800.00,95200.00,36800.00,58400.00
2026-05-15T10:17:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,1,4700.00,12800.00,12800.00,4700.00,8100.00
2026-05-15T12:22:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,1,14300.00,31200.00,31200.00,14300.00,16900.00
2026-05-15T12:22:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,2,9800.00,22600.00,45200.00,19600.00,25600.00
2026-05-15T12:28:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,3,12600.00,28500.00,85500.00,37800.00,47700.00
2026-05-15T12:28:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,4,5200.00,13200.00,52800.00,20800.00,32000.00
2026-05-15T14:33:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,2,4700.00,12800.00,25600.00,9400.00,16200.00
2026-05-15T14:33:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,3,6400.00,15400.00,46200.00,19200.00,27000.00
2026-05-15T14:33:00,1,Sede Principal,DEMO-LIM-04,Limonada,4,2500.00,7200.00,28800.00,10000.00,18800.00
2026-05-15T14:39:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,4,6100.00,14800.00,59200.00,24400.00,34800.00
2026-05-15T14:39:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,1,3600.00,9800.00,9800.00,3600.00,6200.00
2026-05-15T14:39:00,1,Sede Principal,DEMO-CAP-02,Capuchino,2,2800.00,7800.00,15600.00,5600.00,10000.00
2026-05-15T16:44:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,3,1800.00,5200.00,15600.00,5400.00,10200.00
2026-05-15T16:44:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,4,12600.00,28500.00,114000.00,50400.00,63600.00
2026-05-15T16:44:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,1,5200.00,13200.00,13200.00,5200.00,8000.00
2026-05-15T16:44:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,2,5600.00,14200.00,28400.00,11200.00,17200.00
2026-05-15T18:55:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,4,11200.00,26800.00,107200.00,44800.00,62400.00
2026-05-15T18:55:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,1,6100.00,14800.00,14800.00,6100.00,8700.00
2026-05-15T20:06:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,1,9800.00,22600.00,22600.00,9800.00,12800.00
2026-05-15T20:06:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,2,7100.00,16800.00,33600.00,14200.00,19400.00
2026-05-15T20:06:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,3,3100.00,8600.00,25800.00,9300.00,16500.00
2026-05-16T10:10:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,3,7100.00,16800.00,50400.00,21300.00,29100.00
2026-05-16T10:10:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,4,3100.00,8600.00,34400.00,12400.00,22000.00
2026-05-16T10:10:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,1,14300.00,31200.00,31200.00,14300.00,16900.00
2026-05-16T10:16:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,1,5600.00,14200.00,14200.00,5600.00,8600.00
2026-05-16T10:16:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,2,1800.00,5200.00,10400.00,3600.00,6800.00
2026-05-16T10:16:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,3,12600.00,28500.00,85500.00,37800.00,47700.00
2026-05-16T12:21:00,1,Sede Principal,DEMO-LIM-04,Limonada,4,2500.00,7200.00,28800.00,10000.00,18800.00
2026-05-16T12:21:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,1,9200.00,23800.00,23800.00,9200.00,14600.00
2026-05-16T12:21:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,2,4700.00,12800.00,25600.00,9400.00,16200.00
2026-05-16T12:21:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,3,6400.00,15400.00,46200.00,19200.00,27000.00
2026-05-16T12:27:00,1,Sede Principal,DEMO-CAP-02,Capuchino,2,2800.00,7800.00,15600.00,5600.00,10000.00
2026-05-16T12:27:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,3,11200.00,26800.00,80400.00,33600.00,46800.00
2026-05-16T12:27:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,4,6100.00,14800.00,59200.00,24400.00,34800.00
2026-05-16T12:27:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,1,3600.00,9800.00,9800.00,3600.00,6200.00
2026-05-16T14:32:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,1,5200.00,13200.00,13200.00,5200.00,8000.00
2026-05-16T14:32:00,1,Sede Principal,DEMO-BRO-13,Brownie con Helado,2,5600.00,14200.00,28400.00,11200.00,17200.00
2026-05-16T16:43:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,2,3600.00,9800.00,19600.00,7200.00,12400.00
2026-05-16T16:43:00,1,Sede Principal,DEMO-CAP-02,Capuchino,3,2800.00,7800.00,23400.00,8400.00,15000.00
2026-05-16T16:43:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,4,11200.00,26800.00,107200.00,44800.00,62400.00
2026-05-16T18:54:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,3,3100.00,8600.00,25800.00,9300.00,16500.00
2026-05-16T18:54:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,4,14300.00,31200.00,124800.00,57200.00,67600.00
2026-05-16T18:54:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,1,9800.00,22600.00,22600.00,9800.00,12800.00
2026-05-16T18:54:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,2,7100.00,16800.00,33600.00,14200.00,19400.00
2026-05-16T20:05:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,4,9200.00,23800.00,95200.00,36800.00,58400.00
2026-05-16T20:05:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,1,4700.00,12800.00,12800.00,4700.00,8100.00
2026-05-17T10:09:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,2,4700.00,12800.00,25600.00,9400.00,16200.00
2026-05-17T10:09:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,3,6400.00,15400.00,46200.00,19200.00,27000.00
2026-05-17T10:15:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,4,6100.00,14800.00,59200.00,24400.00,34800.00
2026-05-17T10:15:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,1,3600.00,9800.00,9800.00,3600.00,6200.00
2026-05-17T12:20:00,1,Sede Principal,DEMO-CAF-01,Cafe Americano,3,1800.00,5200.00,15600.00,5400.00,10200.00
2026-05-17T12:20:00,1,Sede Principal,DEMO-HAM-05,Hamburguesa Ruta,4,12600.00,28500.00,114000.00,50400.00,63600.00
2026-05-17T12:20:00,1,Sede Principal,DEMO-EMP-09,Empanadas Mixtas,1,5200.00,13200.00,13200.00,5200.00,8000.00
2026-05-17T12:26:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,1,7100.00,16800.00,16800.00,7100.00,9700.00
2026-05-17T12:26:00,1,Sede Principal,DEMO-JUG-03,Jugo Natural,2,3100.00,8600.00,17200.00,6200.00,11000.00
2026-05-17T12:26:00,1,Sede Principal,DEMO-POL-07,Pollo Grillado,3,14300.00,31200.00,93600.00,42900.00,50700.00
2026-05-17T14:31:00,1,Sede Principal,DEMO-PAS-06,Pasta Alfredo,4,11200.00,26800.00,107200.00,44800.00,62400.00
2026-05-17T14:31:00,1,Sede Principal,DEMO-PAP-10,Papas Rusticas,1,6100.00,14800.00,14800.00,6100.00,8700.00
2026-05-17T14:31:00,1,Sede Principal,DEMO-FLA-14,Flan de Caramelo,2,3600.00,9800.00,19600.00,7200.00,12400.00
2026-05-17T14:31:00,1,Sede Principal,DEMO-CAP-02,Capuchino,3,2800.00,7800.00,23400.00,8400.00,15000.00
2026-05-17T14:37:00,1,Sede Principal,DEMO-LIM-04,Limonada,2,2500.00,7200.00,14400.00,5000.00,9400.00
2026-05-17T14:37:00,1,Sede Principal,DEMO-ENS-08,Ensalada Cesar,3,9200.00,23800.00,71400.00,27600.00,43800.00
2026-05-17T14:37:00,1,Sede Principal,DEMO-SOP-12,Sopa del Dia,4,4700.00,12800.00,51200.00,18800.00,32400.00
2026-05-17T14:37:00,1,Sede Principal,DEMO-QUE-16,Cheesecake,1,6400.00,15400.00,15400.00,6400.00,9000.00
2026-05-17T16:42:00,1,Sede Principal,DEMO-ALA-11,Alitas BBQ,1,9800.00,22600.00,22600.00,9800.00,12800.00
2026-05-17T16:42:00,1,Sede Principal,DEMO-TIR-15,Tiramisu,2,7100.00,16800.00,33600.00,14200.00,19400.00
